kanji,meaning,readings,compounds,sentence,kana,translation,radicals,confusables
照,"illuminate, shine, compare, bashful","ショウ; て.る, て.らす, て.れる","参照 (さんしょう·0) = reference, bibliographical reference, consultation; 照らす (てらす·0,2) = to shine on, to illuminate; 照る (てる·1) = to shine; 照れ屋 (てれや·2,0) = shy, a very shy person; 照会 (しょうかい·0) = inquiry, enquiry, query, reference",前記参照。,,前記 参照,口 刀 日 杰,"昭,唱,召"
焼,"bake, burning","ショウ; や.く, や.き, や.き-, -や.き, や.ける","延焼 (えんしょう·0) = spread of fire; 塩焼 (しおやき·0,4) = (fish) grilled or broiled with salt, boiling seawater to get salt; 焼そば (やきそば·0) = fried soba; 焼き魚 (やきざかな·3) = grilled fish",家は全焼した。,,家(いえ) は 全焼 為る(する),火 十 儿,"炎,汁,克"
消,"extinguish, blow out, turn off, neutralize, cancel","ショウ; き.える, け.す","雲散霧消 (うんさんむしょう·0) = vanishing like mist; 解消 (かいしょう·0) = cancellation, liquidation, resolution; 取消す (とりけす·0,3) = to cancel; 消える (きえる·0) = to go out, to vanish, to disappear; 消え入る (きえいる·3,0) = to vanish",火を消せ。,,火(ひ) を 消す,月 汁 尚,"肖,朋,脳"
昇,rise up,ショウ; のぼ.る,"昇格 (しょうかく·0) = raising of status; 昇級 (しょうきゅう·0) = promotion, advancement; 昇給 (しょうきゅう·0) = salary raise; 昇進 (しょうしん·0) = promotion; 昇任 (しょうにん·0) = promotion",月は昇った。,,月(つき) は 登る,ノ 日 廾 十,"升,千,暁"
招,"beckon, invite, summon, engage",ショウ; まね.く,"手招き (てまねき·2) = beckoning; 招き (まねき·3) = invitation; 招集 (しょうしゅう·0) = calling or convening (a meeting, assembly, congress); 招待 (しょうたい·1) = invitation; 招致 (しょうち·1) = invitation",彼を招待したの？,,彼(かれ) を 招待 為る(する) の,口 刀 扎,"拐,召,舌"
承,"acquiesce, hear, listen to, be informed, receive","ショウ; うけたまわ.る, う.ける","継承 (けいしょう·0) = inheritance, succession, accession; 承る (うけたまわる·5) = to hear, to be told, to know, to receive (order); 承継 (しょうけい·0) = succession, accession, inheritance; 承諾 (しょうだく·0) = consent, acquiescence, agreement; 承知 (しょうち·0) = consent, acceptance, assent, admitting, acknowledgment, acknowledgement, compliance, agreement, awareness",先刻承知。,,先刻 承知,ノ 二 亅 手,"邦,看,才"
床,"bed, counter for beds, floor, padding, tatami","ショウ; とこ, ゆか","温床 (おんしょう·0) = hotbed, breeding ground; 起床 (きしょう·0) = rising, getting out of bed; 鉱床 (こうしょう·0) = ore deposit; 床 (とこ·0) = bed, sickbed, alcove, padding; 床の間 (とこのま·0) = alcove",床に伏せろ！,,床(ゆか) に 伏せる(#1500220),木 广,"麻,摩,麿"
将,"leader, commander, general, admiral, or, and again, soon, from now on, just about","ショウ, ソウ; まさ.に, はた, まさ, ひきい.る, もって","王将 (おうしょう·0) = king, king (for senior player) (shogi); 主将 (しゅしょう·0) = commander-in-chief, (team) captain; 准将 (じゅんしょう·0) = commodore, brigadier general; 女将 (じょしょう·0) = mistress, landlady, hostess, proprietress; 将官 (しょうかん·0) = general, admiral",彼はチームの主将だ。,,彼(かれ) は チーム の 主将 だ,寸 爪 爿,"奨,爵,采"
商,"make a deal, selling, dealing in, merchant",ショウ; あきな.う,"画商 (がしょう·0) = picture dealer; 協商 (きょうしょう·0) = negotiation, agreement; 行商 (ぎょうしょう·0) = monger, peddling; 豪商 (ごうしょう·0) = wealthy merchant; 商 (しょう·1) = quotient",商売は商売。,,商売 は 商売,口 并 立 亠 儿 冂,"高,競,滴"
召,"seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold)",ショウ; め.す,"応召 (おうしょう·0) = being called to the colours (colors) (mil); 召す (めす·1) = to call, to send for, to put on, to wear, to take (a bath), to ride in, to buy, to eat, to drink, to catch (a cold); 召喚 (しょうかん·0) = summons; 召集 (しょうしゅう·0) = convening, calling together (eg parliament)",お気に召しますか。,,お気に召す か,口 刀,"詔,沼,昭"
勝,"victory, win, prevail, excel","ショウ; か.つ, -が.ち, まさ.る, すぐ.れる, かつ","あっ勝 (あっしょう·0) = complete victory; 楽勝 (らくしょう·0) = easy victory; 景勝 (けいしょう·0) = picturesque scenery; 決勝 (けっしょう·0) = decision of a contest, finals (in sports); 自分勝手 (じぶんがって·4) = (very) selfish, self-centered, self-centred, without consulting anybody (else)",楽勝だよ。,,楽勝 だ よ,月 人 大 二 并 力,"騰,朕,脅"
除,"exclude, division (x/3), remove, abolish, cancel, except","ジョ, ジ; のぞ.く, -よ.け","解除 (かいじょ·1) = cancellation, rescinding, release, calling off; 駆除 (くじょ·1) = extermination, expulsion, destruction; 扣除 (こうじょ·1) = subtraction, deduction (eg tax), subsidy; 削除 (さくじょ·1) = elimination, cancellation, deletion, erasure; 除いて (のぞいて) = except, save",彼は除外された。,,彼(かれ) は 除外 為れる,示 个 阡 一,"今,陰,余"
助,"help, rescue, assist","ジョ; たす.ける, たす.かる, す.ける, すけ","一助 (いちじょ·2) = help, assistance; 援助 (えんじょ·1) = assistance, aid, support; 救助 (きゅうじょ·1) = relief, aid, rescue; 互助 (ごじょ·1) = mutual aid, cooperation, benefit; 賛助 (さんじょ·1) = support, patronage",助けて！,,助けて,目 力,"賀,貝,見"
諸,"various, many, several, together",ショ; もろ,"諸君 (しょくん·1) = Gentlemen!, Ladies!; 諸般 (しょはん·1,0) = circumstances; 諸諸 (もろもろ·0) = all kinds of, various; 諸悪 (しょあく·1) = every (kind of) evil or crime",金は諸悪の根源。,,金(かね) は 諸悪 の 根源,言 日 老,"暑,晶,昌"
署,"signature, govt office, police station",ショ,"営林署 (えいりんしょ·5) = forest service field office; 警察署 (けいさつしょ·5,0) = police station; 署名 (しょめい·0) = signature; 税務署 (ぜいむしょ·3,4) = tax office; 副署 (ふくしょ·0) = countersignature",各自の部署に就け。,,各自 の 部署 に 就く,日 買 老,"曙,暑,晶"
緒,"thong, beginning, inception, end, cord, strap","ショ, チョ; お, いとぐち","一緒 (いっしょ·0) = together, meeting, company; 緒 (いとぐち·2) = thread end, beginning, clue; 緒 (お·1) = cord, strap, thong; 緒戦 (ちょせん·0) = beginning of hostilities, beginning of competition; 端緒 (たんちょ·1) = a clue, start, beginning",一緒にくるかい。,,一緒に 来る(くる) かい,糸 幺 小 日 老,"絢,糸,暑"
初,"first time, beginning","ショ; はじ.め, はじ.めて, はつ, はつ-, うい-, -そ.める, -ぞ.め","最初 (さいしょ·0) = beginning, outset, first, onset; 初 (はつ·2) = first, new; 初める (そめる·2) = to begin to; 初演 (しょえん·0) = first performance; 初夏 (しょか·1) = early summer",初耳ですね。,,初耳 です ね(#2029080),刀,"辺,召,分"
処,"dispose, manage, deal with, sentence, condemn, act, behave, place","ショ; ところ, -こ, お.る","仮処分 (かりしょぶん·3) = temporary measures; 泣き処 (なきどころ·0) = weak point, vulnerable point, Achilles' heel; 至る処 (いたるところ·2,6) = everywhere, all over; 処遇 (しょぐう·0) = treatment, dealing with; 処刑 (しょけい·0) = execution",善処いたします。,,善処 致す,几 夂 攵,"条,拠,各"
順,"obey, order, turn, right, docility, occasion",ジュン,"雨天順延 (うてんじゅんえん·1) = rescheduled in case of rain; 帰順 (きじゅん·0) = submission, return to allegiance; 手順 (てじゅん·0,1) = process, procedure, sequence, protocol, instruction; 順 (じゅん·0) = order, turn; 順に (じゅんに·0) = in order, in turn, one by one",万事順調だ。,,万事 順調 だ,貝 目 ハ 川 頁,"買,顕,頒"
純,"genuine, purity, innocence, net (profit)",ジュン,"純愛 (じゅんあい·0) = pure love; 純益 (じゅんえき·0,1) = clear profit, net income, net profit; 純化 (じゅんか·1,0) = purification; 純金 (じゅんきん·0) = pure gold, solid gold; 純情 (じゅんじょう·0) = pure heart, naivete, self-sacrificing devotion",それは純金ですか？,,其れ は 純金 ですか,糸 幺 小 屯,"糸,緋,維"
準,"semi-, correspond to, proportionate to, conform, imitate","ジュン; じゅん.じる, じゅん.ずる, なぞら.える, のり, ひと.しい, みずもり","下準備 (したじゅんび·3) = preliminary arrangements, spade work; 高水準 (こうすいじゅん) = high level; 準じる (じゅんじる·0,3) = to follow, to conform, to apply to; 準ずる (じゅんずる·0,3) = to apply correspondingly, to correspond to, to be proportionate to, to conform to; 準拠 (じゅんきょ·1) = basis, based on, conformance, authority (of), standard",すべて準備完了。,,全て 準備 完了,十 汁 隹,"隼,汁,濯"
述,"mention, state, speak, relate",ジュツ; の.べる,"記述 (きじゅつ·0) = description, descriptor; 供述 (きょうじゅつ·0) = affidavit, deposition, testimony; 口述 (こうじゅつ·0) = verbal statement; 述べる (のべる·2) = to state, to express, to mention; 述懐 (じゅっかい·0) = recollection",彼は著述に励んでいた。,,彼(かれ) は 著述 に 励む,込 十 丶 木,"術,汁,迅"
術,"art, technique, skill, means, trick, resources, magic",ジュツ; すべ,"学術 (がくじゅつ·0,2) = science, learning, scholarship; 奇術 (きじゅつ·1) = magic; 技術 (ぎじゅつ·1) = art, craft, technique, technology, skill; 技術者 (ぎじゅつしゃ·3) = engineer, technical expert, technician, crafts-person",手術は待てない。,,手術 は 待つ,行 十 丶 彳 木,"述,行,汁"
祝,"celebrate, congratulate","シュク, シュウ; いわ.う","慶祝 (けいしゅく·0) = congratulation, celebration; 祝い (いわい·2,0) = celebration, festival; 祝う (いわう·2) = to congratulate, to celebrate; 祝宴 (しゅくえん·0) = (celebration) banquet; 祝賀 (しゅくが·0,2) = celebration, congratulations",今日は祝日です。,,今日 は 祝日 です,口 礼 儿,"舌,石,競"
宿,"inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling","シュク; やど, やど.る, やど.す","下宿 (げしゅく·0) = boarding, lodging, boarding house; 寄宿 (きしゅく·0) = lodging; 寄宿舎 (きしゅくしゃ·3) = boarding house, school dormitory; 合宿 (がっしゅく·0) = lodging together, training camp, boarding house; 国民宿舎 (こくみんしゅくしゃ·6) = national youth hostels",宿題で忙しい。,,宿題 で(#2028980) 忙しい(いそがしい),化 白 宀,"伯,縮,優"
柔,"tender, weakness, gentleness, softness","ジュウ, ニュウ; やわ.らか, やわ.らかい, やわ, やわ.ら","懐柔 (かいじゅう·0) = conciliation; 柔道 (じゅうどう·1) = judo; 柔軟 (じゅうなん·0) = flexible, lithe, soft, pliable; 柔和 (にゅうわ·0) = gentleness, mildness, meekness; 柔らか (やわらか·3,4) = soft, tender, limp, subdued (colour or light) (color), gentle, meek",柔よく剛を制す。,,柔(じゅう) 良く 剛 を 制する,矛 木 マ,"矛,橘,麻"
舟,"boat, ship","シュウ; ふね, ふな-, -ぶね","呉越同舟 (ごえつどうしゅう·1) = bitter enemies (placed by fate) in the same boat; 舟橋 (ふなはし) = pontoon; 舟艇 (しゅうてい·0) = boat, watercraft; 助け舟 (たすけぶね·4,3) = timely help; 釣り舟 (つりぶね·0) = fishing boat",舟は行方不明だ。,,船(ふね) は 行方不明 だ,,
拾,"pick up, gather, find, go on foot, ten","シュウ, ジュウ; ひろ.う","収拾 (しゅうしゅう·0) = control, settling, coping; 拾いもの (ひろいもの·0) = a find, windfall, bargain; 拾う (ひろう·0) = to pick up, to find, to gather; 拾得 (しゅうとく·0) = picking up, finding",拾った者が持ち主。,,拾う 者(もの) が 持ち主,口 个 扎 一,"搭,含,吟"
修,"discipline, conduct oneself well, study, master","シュウ, シュ; おさ.める, おさ.まる","改修 (かいしゅう·0) = repair, improvement; 監修 (かんしゅう·0) = supervision; 研修 (けんしゅう·0) = training (esp. in-service), induction course; 研修員 (けんしゅういん) = trainee; 修める (おさめる·3) = to study, to complete (a course), to cultivate, to master, to order (one's life), to repair (a fault one has committed)",修理が必要だ。,,修理 が 必要 だ,｜ 化 彡 攵 乞,"脩,悠,倣"
州,"state, province","シュウ, ス; す","欧州 (おうしゅう·1) = Europe; 九州 (きゅうしゅう·1) = Kyushu (southernmost of the four main islands of Japan); 広州 (こうしゅう) = Guangzhou (China), Canton; 州 (しゅう·1) = state, province; 加州 (かしゅう) = State of California",彼は九州へ旅立った。,,彼(かれ) は 九州 へ 旅立つ,｜ 川 丶,"酬,洲,否"
周,"circumference, circuit, lap",シュウ; まわ.り,"一周忌 (いっしゅうき·3) = first anniversary of death; 一周年 (いっしゅうねん·3) = one full year; 外周 (がいしゅう·0) = outer circumference; 高周波 (こうしゅうは·3) = high frequency, HF; 周 (ぐるり·1) = surroundings",僕は周りを見回した。,,僕(ぼく) は 周り を 見回す,口 土 冂,"週,調,彫"
収,"income, obtain, reap, pay, supply, store","シュウ; おさ.める, おさ.まる","押収 (おうしゅう·0) = seizure, confiscation; 回収 (かいしゅう·0) = collection, recovery; 吸収 (きゅうしゅう·0) = absorption, suction, attraction; 月収 (げっしゅう·0) = monthly income; 減収 (げんしゅう·0) = fall, decrease (in income)",綿は水を吸収する。,,綿(わた) は 水(みず) を 吸収 為る(する),｜ 又,"皮,捜,段"
